indicator_name,province_name,year,value
میزان عمومی طلاق,قم,1396,2.0979009
میزان عمومی طلاق,کردستان,1396,1.3718621
میزان عمومی طلاق,کرمان,1396,.61922437
میزان عمومی طلاق,کرمانشاه,1396,.74893278
میزان عمومی طلاق,کهگیلویه و بویراحمد,1396,1.5586846
میزان عمومی طلاق,لرستان,1396,.68590051
میزان عمومی طلاق,مازندران,1396,1.9473914
میزان عمومی طلاق,مرکزی,1396,.19604814
میزان عمومی طلاق,هرمزگان,1396,.41684783
میزان عمومی طلاق,همدان,1396,.40953267
میزان عمومی طلاق,چهارمحال و بختیاری,1396,.95940298
میزان عمومی طلاق,کل کشور,1396,1.2851746
میزان عمومی طلاق,گلستان,1396,.24622552
میزان عمومی طلاق,گیلان,1396,.20638672
میزان عمومی طلاق,یزد,1396,.77816027
میزان عمومی طلاق,آذربایجان شرقی,1397,1.1851646
میزان عمومی طلاق,آذربایجان غربی,1397,1.5891436
میزان عمومی طلاق,اردبیل,1397,1.2433008
میزان عمومی طلاق,اصفهان,1397,.91323984
میزان عمومی طلاق,البرز,1397,1.2927247
میزان عمومی طلاق,ایلام,1397,.18810944
میزان عمومی طلاق,بوشهر,1397,.047236007
میزان عمومی طلاق,تهران,1397,.72628999
میزان عمومی طلاق,خراسان جنوبی,1397,.56257761
میزان عمومی طلاق,خراسان رضوی,1397,1.2633909
میزان عمومی طلاق,خراسان شمالی,1397,1.415144
میزان عمومی طلاق,خوزستان,1397,.38402763
میزان عمومی طلاق,زنجان,1397,.92874849
میزان عمومی طلاق,سمنان,1397,1.2924204
میزان عمومی طلاق,سیستان و بلوچستان,1397,.065467268
میزان عمومی طلاق,فارس,1397,1.3907547
میزان عمومی طلاق,قزوین,1397,.73878461
میزان عمومی طلاق,قم,1397,.69614017
میزان عمومی طلاق,کردستان,1397,1.8882233
میزان عمومی طلاق,کرمان,1397,.070657849
میزان عمومی طلاق,کرمانشاه,1397,.20189945
میزان عمومی طلاق,کهگیلویه و بویراحمد,1397,.0085679926
میزان عمومی طلاق,لرستان,1397,1.0395807
میزان عمومی طلاق,مازندران,1397,.9279294
میزان عمومی طلاق,مرکزی,1397,1.0866972
میزان عمومی طلاق,هرمزگان,1397,1.0504339
میزان عمومی طلاق,همدان,1397,1.5070373
میزان عمومی طلاق,چهارمحال و بختیاری,1397,.21569125
میزان عمومی طلاق,کل کشور,1397,1.2621033
میزان عمومی طلاق,گلستان,1397,1.0644439
میزان عمومی طلاق,گیلان,1397,.51713401
میزان عمومی طلاق,یزد,1397,.20664541
میزان عمومی طلاق,آذربایجان شرقی,1398,.041205835
میزان عمومی طلاق,آذربایجان غربی,1398,1.0477172
میزان عمومی طلاق,اردبیل,1398,.993231
میزان عمومی طلاق,اصفهان,1398,.92556572
میزان عمومی طلاق,البرز,1398,1.3823671
میزان عمومی طلاق,ایلام,1398,.78780943
میزان عمومی طلاق,بوشهر,1398,.13527116
میزان عمومی طلاق,تهران,1398,.60334384
میزان عمومی طلاق,خراسان جنوبی,1398,.82382262
میزان عمومی طلاق,خراسان رضوی,1398,1.098183
میزان عمومی طلاق,خراسان شمالی,1398,.2240393
میزان عمومی طلاق,خوزستان,1398,.27562732
میزان عمومی طلاق,زنجان,1398,.0176744
میزان عمومی طلاق,سمنان,1398,1.2060492
میزان عمومی طلاق,سیستان و بلوچستان,1398,.36668494
میزان عمومی طلاق,فارس,1398,.50994217
میزان عمومی طلاق,قزوین,1398,.23761216
میزان عمومی طلاق,قم,1398,1.2966051
میزان عمومی طلاق,کردستان,1398,1.2201766
میزان عمومی طلاق,کرمان,1398,.42410868
میزان عمومی طلاق,کرمانشاه,1398,.4801071
میزان عمومی طلاق,کهگیلویه و بویراحمد,1398,.7460618
میزان عمومی طلاق,لرستان,1398,1.4352899
میزان عمومی طلاق,مازندران,1398,.26188433
میزان عمومی طلاق,مرکزی,1398,.66684312
میزان عمومی طلاق,هرمزگان,1398,.52494937
میزان عمومی طلاق,همدان,1398,.16688193
میزان عمومی طلاق,چهارمحال و بختیاری,1398,.72641325
میزان عمومی طلاق,کل کشور,1398,1.5637326
میزان عمومی طلاق,گلستان,1398,.42413989
میزان عمومی طلاق,گیلان,1398,2.2829807
میزان عمومی طلاق,یزد,1398,.5000971
میزان عمومی طلاق,آذربایجان شرقی,1399,1.100799
میزان عمومی طلاق,آذربایجان غربی,1399,1.0163393
میزان عمومی طلاق,اردبیل,1399,.43828133
میزان عمومی طلاق,اصفهان,1399,1.5558299
میزان عمومی طلاق,البرز,1399,.19956301
میزان عمومی طلاق,ایلام,1399,.76848167
میزان عمومی طلاق,بوشهر,1399,1.4551404
میزان عمومی طلاق,تهران,1399,.97437882
میزان عمومی طلاق,خراسان جنوبی,1399,.67713904
میزان عمومی طلاق,خراسان رضوی,1399,.0052393372
میزان عمومی طلاق,خراسان شمالی,1399,1.5059823
میزان عمومی طلاق,خوزستان,1399,.56128073
میزان عمومی طلاق,زنجان,1399,.57056201
میزان عمومی طلاق,سمنان,1399,.3202115
میزان عمومی طلاق,سیستان و بلوچستان,1399,.29422131
میزان عمومی طلاق,فارس,1399,1.1198786
میزان عمومی طلاق,قزوین,1399,1.2919767
میزان عمومی طلاق,قم,1399,.87444383
میزان عمومی طلاق,کردستان,1399,1.6104323
میزان عمومی طلاق,کرمان,1399,.81338799
میزان عمومی طلاق,کرمانشاه,1399,1.0325259
میزان عمومی طلاق,کهگیلویه و بویراحمد,1399,.35853696
میزان عمومی طلاق,لرستان,1399,.87958497
میزان عمومی طلاق,مازندران,1399,.53126264
میزان عمومی طلاق,مرکزی,1399,.10009483
میزان عمومی طلاق,هرمزگان,1399,.10629192
میزان عمومی طلاق,همدان,1399,1.6288975
میزان عمومی طلاق,چهارمحال و بختیاری,1399,.82190496
میزان عمومی طلاق,کل کشور,1399,.44606403
میزان عمومی طلاق,گلستان,1399,.5764429
میزان عمومی طلاق,گیلان,1399,.77777058
میزان عمومی طلاق,یزد,1399,.96736181
میزان عمومی طلاق,آذربایجان شرقی,1400,1.156278
میزان عمومی طلاق,آذربایجان غربی,1400,1.3241384
میزان عمومی طلاق,اردبیل,1400,1.7598773
میزان عمومی طلاق,اصفهان,1400,.96221644
میزان عمومی طلاق,البرز,1400,2.1119475
میزان عمومی طلاق,ایلام,1400,.65685874
میزان عمومی طلاق,بوشهر,1400,.49354234
میزان عمومی طلاق,تهران,1400,2.1206005
میزان عمومی طلاق,خراسان جنوبی,1400,1.0114467
میزان عمومی طلاق,خراسان رضوی,1400,1.8675452
میزان عمومی طلاق,خراسان شمالی,1400,.80671835
میزان عمومی طلاق,خوزستان,1400,.79475093
میزان عمومی طلاق,زنجان,1400,.8226462
میزان عمومی طلاق,سمنان,1400,.78161883
میزان عمومی طلاق,سیستان و بلوچستان,1400,.49048099
میزان عمومی طلاق,فارس,1400,1.4862669
میزان عمومی طلاق,قزوین,1400,.97388905
میزان عمومی طلاق,قم,1400,1.0051128
میزان عمومی طلاق,کردستان,1400,1.6524317
میزان عمومی طلاق,کرمان,1400,.93081516
میزان عمومی طلاق,کرمانشاه,1400,2.5578616
میزان عمومی طلاق,کهگیلویه و بویراحمد,1400,.69605279
میزان عمومی طلاق,لرستان,1400,1.8227128
میزان عمومی طلاق,مازندران,1400,.17340867
میزان عمومی طلاق,مرکزی,1400,.51290882
میزان عمومی طلاق,هرمزگان,1400,1.1216893
میزان عمومی طلاق,همدان,1400,1.4074184
میزان عمومی طلاق,چهارمحال و بختیاری,1400,1.1082513
میزان عمومی طلاق,کل کشور,1400,1.1928139
میزان عمومی طلاق,گلستان,1400,2.1675491
میزان عمومی طلاق,گیلان,1400,1.7847586
میزان عمومی طلاق,یزد,1400,.17525947
میزان عمومی طلاق,آذربایجان شرقی,1401,1.7652826
میزان عمومی طلاق,آذربایجان غربی,1401,1.8844596
میزان عمومی طلاق,اردبیل,1401,1.5881038
میزان عمومی طلاق,اصفهان,1401,.65035707
میزان عمومی طلاق,البرز,1401,1.0369339
میزان عمومی طلاق,ایلام,1401,1.2015636
میزان عمومی طلاق,بوشهر,1401,1.1817906
میزان عمومی طلاق,تهران,1401,.81801373
میزان عمومی طلاق,خراسان جنوبی,1401,.10375527
میزان عمومی طلاق,خراسان رضوی,1401,1.5107918
میزان عمومی طلاق,خراسان شمالی,1401,.060910817
میزان عمومی طلاق,خوزستان,1401,1.3820753
میزان عمومی طلاق,زنجان,1401,1.3448179
میزان عمومی طلاق,سمنان,1401,.68814474
میزان عمومی طلاق,سیستان و بلوچستان,1401,.19431342
میزان عمومی طلاق,فارس,1401,.32798001
میزان عمومی طلاق,قزوین,1401,.59078813
میزان عمومی طلاق,قم,1401,1.1878314
میزان عمومی طلاق,کردستان,1401,.36670369
میزان عمومی طلاق,کرمان,1401,.85831636
میزان عمومی طلاق,کرمانشاه,1401,.033977482
میزان عمومی طلاق,کهگیلویه و بویراحمد,1401,.4557412
میزان عمومی طلاق,لرستان,1401,1.7303175
میزان عمومی طلاق,مازندران,1401,.52981335
میزان عمومی طلاق,مرکزی,1401,.5074178
میزان عمومی طلاق,هرمزگان,1401,.15627256
میزان عمومی طلاق,همدان,1401,.99325639
میزان عمومی طلاق,چهارمحال و بختیاری,1401,1.2334522
میزان عمومی طلاق,کل کشور,1401,1.7427239
میزان عمومی طلاق,گلستان,1401,1.8233595
میزان عمومی طلاق,گیلان,1401,.57205319
میزان عمومی طلاق,یزد,1401,.80893815
سهم ازدواج‌های نخست,آذربایجان شرقی,1392,58.349407
سهم ازدواج‌های نخست,آذربایجان غربی,1392,48.365868
سهم ازدواج‌های نخست,اردبیل,1392,38.546837
سهم ازدواج‌های نخست,اصفهان,1392,14.495468
سهم ازدواج‌های نخست,البرز,1392,4.0774369
سهم ازدواج‌های نخست,ایلام,1392,65.115852
سهم ازدواج‌های نخست,بوشهر,1392,76.557861
سهم ازدواج‌های نخست,تهران,1392,59.378197
سهم ازدواج‌های نخست,خراسان جنوبی,1392,66.404907
سهم ازدواج‌های نخست,خراسان رضوی,1392,42.710289
سهم ازدواج‌های نخست,خراسان شمالی,1392,63.981102
سهم ازدواج‌های نخست,خوزستان,1392,47.585781
سهم ازدواج‌های نخست,زنجان,1392,18.284653
سهم ازدواج‌های نخست,سمنان,1392,56.146534
سهم ازدواج‌های نخست,سیستان و بلوچستان,1392,52.500526
سهم ازدواج‌های نخست,فارس,1392,43.968021
سهم ازدواج‌های نخست,قزوین,1392,67.536621
سهم ازدواج‌های نخست,قم,1392,37.536396
سهم ازدواج‌های نخست,کردستان,1392,71.302666
سهم ازدواج‌های نخست,کرمان,1392,32.552494
سهم ازدواج‌های نخست,کرمانشاه,1392,30.042013
سهم ازدواج‌های نخست,کهگیلویه و بویراحمد,1392,28.588455
سهم ازدواج‌های نخست,لرستان,1392,33.24173
سهم ازدواج‌های نخست,مازندران,1392,22.209135
سهم ازدواج‌های نخست,مرکزی,1392,72.474762
سهم ازدواج‌های نخست,هرمزگان,1392,30.123619
سهم ازدواج‌های نخست,همدان,1392,2.9189904
سهم ازدواج‌های نخست,چهارمحال و بختیاری,1392,7.0677829
سهم ازدواج‌های نخست,کل کشور,1392,15.814526
سهم ازدواج‌های نخست,گلستان,1392,9.3214989
سهم ازدواج‌های نخست,گیلان,1392,26.974451
سهم ازدواج‌های نخست,یزد,1392,49.419903
سهم ازدواج‌های نخست,آذربایجان شرقی,1399,9.237524
سهم ازدواج‌های نخست,آذربایجان غربی,1399,45.174793
سهم ازدواج‌های نخست,اردبیل,1399,55.521358
سهم ازدواج‌های نخست,اصفهان,1399,27.839014
سهم ازدواج‌های نخست,البرز,1399,34.149761
سهم ازدواج‌های نخست,ایلام,1399,60.822575
سهم ازدواج‌های نخست,بوشهر,1399,52.901409
سهم ازدواج‌های نخست,تهران,1399,40.160145
سهم ازدواج‌های نخست,خراسان جنوبی,1399,7.7007899
سهم ازدواج‌های نخست,خراسان رضوی,1399,1.4221737
سهم ازدواج‌های نخست,خراسان شمالی,1399,19.809168
سهم ازدواج‌های نخست,خوزستان,1399,12.746749
سهم ازدواج‌های نخست,زنجان,1399,55.962425
سهم ازدواج‌های نخست,سمنان,1399,16.443153
سهم ازدواج‌های نخست,سیستان و بلوچستان,1399,68.343407
سهم ازدواج‌های نخست,فارس,1399,8.0916195
سهم ازدواج‌های نخست,قزوین,1399,37.560711
سهم ازدواج‌های نخست,قم,1399,64.195778
سهم ازدواج‌های نخست,کردستان,1399,51.876503
سهم ازدواج‌های نخست,کرمان,1399,51.175797
سهم ازدواج‌های نخست,کرمانشاه,1399,22.953253
سهم ازدواج‌های نخست,کهگیلویه و بویراحمد,1399,15.678282
سهم ازدواج‌های نخست,لرستان,1399,39.767914
سهم ازدواج‌های نخست,مازندران,1399,33.029137
سهم ازدواج‌های نخست,مرکزی,1399,61.399151
سهم ازدواج‌های نخست,هرمزگان,1399,33.922562
سهم ازدواج‌های نخست,همدان,1399,2.1595731
سهم ازدواج‌های نخست,چهارمحال و بختیاری,1399,76.107765
سهم ازدواج‌های نخست,کل کشور,1399,20.465645
سهم ازدواج‌های نخست,گلستان,1399,26.373692
سهم ازدواج‌های نخست,گیلان,1399,21.777927
سهم ازدواج‌های نخست,یزد,1399,8.1472845
عمومیت ازدواج زنان,آذربایجان شرقی,1365,76.733574
عمومیت ازدواج زنان,آذربایجان غربی,1365,71.283112
عمومیت ازدواج زنان,اصفهان,1365,11.714952
عمومیت ازدواج زنان,ایلام,1365,49.593082
عمومیت ازدواج زنان,بوشهر,1365,10.415733
عمومیت ازدواج زنان,تهران,1365,70.44136
عمومیت ازدواج زنان,خراسان رضوی,1365,.044643801
عمومیت ازدواج زنان,خوزستان,1365,12.42844
عمومیت ازدواج زنان,زنجان,1365,17.536623
عمومیت ازدواج زنان,سمنان,1365,74.342148
عمومیت ازدواج زنان,سیستان و بلوچستان,1365,35.415195
عمومیت ازدواج زنان,فارس,1365,14.005175
عمومیت ازدواج زنان,کردستان,1365,51.333878
عمومیت ازدواج زنان,کرمان,1365,3.9644847
عمومیت ازدواج زنان,کرمانشاه,1365,7.4924316
عمومیت ازدواج زنان,کهگیلویه و بویراحمد,1365,58.476093
عمومیت ازدواج زنان,لرستان,1365,44.427002
عمومیت ازدواج زنان,مازندران,1365,43.340271
عمومیت ازدواج زنان,مرکزی,1365,73.933586
عمومیت ازدواج زنان,هرمزگان,1365,81.411118
عمومیت ازدواج زنان,همدان,1365,.93942088
عمومیت ازدواج زنان,چهارمحال و بختیاری,1365,16.851372
عمومیت ازدواج زنان,کل کشور,1365,95.17202
عمومیت ازدواج زنان,گیلان,1365,58.447296
عمومیت ازدواج زنان,یزد,1365,44.230488
عمومیت ازدواج زنان,آذربایجان شرقی,1375,12.744702
عمومیت ازدواج زنان,آذربایجان غربی,1375,6.2610807
عمومیت ازدواج زنان,اردبیل,1375,41.326973
عمومیت ازدواج زنان,اصفهان,1375,17.914446
عمومیت ازدواج زنان,ایلام,1375,5.5261259
عمومیت ازدواج زنان,بوشهر,1375,10.17397
عمومیت ازدواج زنان,تهران,1375,70.493271
عمومیت ازدواج زنان,خراسان رضوی,1375,.0036015534
عمومیت ازدواج زنان,خوزستان,1375,10.303679
عمومیت ازدواج زنان,زنجان,1375,17.415689
عمومیت ازدواج زنان,سمنان,1375,51.160686
عمومیت ازدواج زنان,سیستان و بلوچستان,1375,66.406189
عمومیت ازدواج زنان,فارس,1375,21.01755
عمومیت ازدواج زنان,قم,1375,10.650387
عمومیت ازدواج زنان,کردستان,1375,38.808651
عمومیت ازدواج زنان,کرمان,1375,41.763287
عمومیت ازدواج زنان,کرمانشاه,1375,31.281147
عمومیت ازدواج زنان,کهگیلویه و بویراحمد,1375,66.362183
عمومیت ازدواج زنان,لرستان,1375,80.261856
عمومیت ازدواج زنان,مازندران,1375,36.637829
عمومیت ازدواج زنان,مرکزی,1375,21.004362
عمومیت ازدواج زنان,هرمزگان,1375,32.878296
عمومیت ازدواج زنان,همدان,1375,12.246359
عمومیت ازدواج زنان,چهارمحال و بختیاری,1375,13.216811
عمومیت ازدواج زنان,کل کشور,1375,63.485851
عمومیت ازدواج زنان,گیلان,1375,82.27755
عمومیت ازدواج زنان,یزد,1375,57.208775
عمومیت ازدواج زنان,آذربایجان شرقی,1385,91.540932
عمومیت ازدواج زنان,آذربایجان غربی,1385,15.031273
عمومیت ازدواج زنان,اردبیل,1385,45.974968
عمومیت ازدواج زنان,اصفهان,1385,64.328995
عمومیت ازدواج زنان,ایلام,1385,3.5561254
عمومیت ازدواج زنان,بوشهر,1385,18.315029
عمومیت ازدواج زنان,تهران,1385,52.281475
عمومیت ازدواج زنان,خراسان جنوبی,1385,8.2279663
عمومیت ازدواج زنان,خراسان رضوی,1385,60.895489
عمومیت ازدواج زنان,خراسان شمالی,1385,53.391335
عمومیت ازدواج زنان,خوزستان,1385,48.156532
عمومیت ازدواج زنان,زنجان,1385,55.956947
عمومیت ازدواج زنان,سمنان,1385,26.722164
عمومیت ازدواج زنان,سیستان و بلوچستان,1385,29.337017
عمومیت ازدواج زنان,فارس,1385,53.853081
عمومیت ازدواج زنان,قزوین,1385,34.990601
عمومیت ازدواج زنان,قم,1385,66.205078
عمومیت ازدواج زنان,کردستان,1385,74.408676
عمومیت ازدواج زنان,کرمان,1385,62.408695
عمومیت ازدواج زنان,کرمانشاه,1385,51.420559
عمومیت ازدواج زنان,کهگیلویه و بویراحمد,1385,75.196053
عمومیت ازدواج زنان,لرستان,1385,61.855148
عمومیت ازدواج زنان,مازندران,1385,13.422576
عمومیت ازدواج زنان,مرکزی,1385,41.256584
عمومیت ازدواج زنان,هرمزگان,1385,32.646149
عمومیت ازدواج زنان,همدان,1385,40.414963
عمومیت ازدواج زنان,چهارمحال و بختیاری,1385,55.594269
عمومیت ازدواج زنان,کل کشور,1385,65.534386
عمومیت ازدواج زنان,گلستان,1385,75.88205
عمومیت ازدواج زنان,گیلان,1385,71.067017
عمومیت ازدواج زنان,یزد,1385,43.314526
عمومیت ازدواج زنان,آذربایجان شرقی,1390,2.2247102
عمومیت ازدواج زنان,آذربایجان غربی,1390,2.1585319
عمومیت ازدواج زنان,اردبیل,1390,21.7502
عمومیت ازدواج زنان,اصفهان,1390,65.293159
عمومیت ازدواج زنان,ایلام,1390,21.769045
عمومیت ازدواج زنان,بوشهر,1390,74.659683
عمومیت ازدواج زنان,تهران,1390,7.139843
عمومیت ازدواج زنان,خراسان جنوبی,1390,31.466097
عمومیت ازدواج زنان,خراسان رضوی,1390,45.443821
عمومیت ازدواج زنان,خراسان شمالی,1390,8.4524536
عمومیت ازدواج زنان,خوزستان,1390,31.362823
عمومیت ازدواج زنان,زنجان,1390,70.253677
عمومیت ازدواج زنان,سمنان,1390,78.983208
عمومیت ازدواج زنان,سیستان و بلوچستان,1390,13.681675
عمومیت ازدواج زنان,فارس,1390,35.580585
عمومیت ازدواج زنان,قزوین,1390,77.261986
عمومیت ازدواج زنان,قم,1390,8.6675472
عمومیت ازدواج زنان,کردستان,1390,60.12244
عمومیت ازدواج زنان,کرمان,1390,41.345592
عمومیت ازدواج زنان,کرمانشاه,1390,20.15048
عمومیت ازدواج زنان,کهگیلویه و بویراحمد,1390,11.282777
عمومیت ازدواج زنان,لرستان,1390,17.427385
عمومیت ازدواج زنان,مازندران,1390,4.705297
عمومیت ازدواج زنان,مرکزی,1390,26.315998
عمومیت ازدواج زنان,هرمزگان,1390,10.839267
عمومیت ازدواج زنان,همدان,1390,25.094339
عمومیت ازدواج زنان,چهارمحال و بختیاری,1390,21.374731
عمومیت ازدواج زنان,کل کشور,1390,23.137539
عمومیت ازدواج زنان,گلستان,1390,28.965157
عمومیت ازدواج زنان,گیلان,1390,41.69371
عمومیت ازدواج زنان,یزد,1390,49.240479
عمومیت ازدواج زنان,آذربایجان شرقی,1395,59.271782
عمومیت ازدواج زنان,آذربایجان غربی,1395,44.28072
عمومیت ازدواج زنان,اردبیل,1395,9.5129833
عمومیت ازدواج زنان,اصفهان,1395,57.595177
عمومیت ازدواج زنان,البرز,1395,44.465691
عمومیت ازدواج زنان,ایلام,1395,25.713209
عمومیت ازدواج زنان,بوشهر,1395,38.009014
عمومیت ازدواج زنان,تهران,1395,12.376533
عمومیت ازدواج زنان,خراسان جنوبی,1395,10.35075
عمومیت ازدواج زنان,خراسان رضوی,1395,12.819378
عمومیت ازدواج زنان,خراسان شمالی,1395,27.418388
عمومیت ازدواج زنان,خوزستان,1395,48.113895
عمومیت ازدواج زنان,زنجان,1395,48.40369
عمومیت ازدواج زنان,سمنان,1395,43.973633
عمومیت ازدواج زنان,سیستان و بلوچستان,1395,82.525322
عمومیت ازدواج زنان,فارس,1395,2.0074804
عمومیت ازدواج زنان,قزوین,1395,8.1994848
عمومیت ازدواج زنان,قم,1395,71.994492
عمومیت ازدواج زنان,کردستان,1395,2.6167264
عمومیت ازدواج زنان,کرمان,1395,88.532059
عمومیت ازدواج زنان,کرمانشاه,1395,41.012966
عمومیت ازدواج زنان,کهگیلویه و بویراحمد,1395,68.669441
عمومیت ازدواج زنان,لرستان,1395,59.215172
عمومیت ازدواج زنان,مازندران,1395,7.1369848
عمومیت ازدواج زنان,مرکزی,1395,35.212849
عمومیت ازدواج زنان,هرمزگان,1395,6.1597352
عمومیت ازدواج زنان,همدان,1395,32.737225
عمومیت ازدواج زنان,چهارمحال و بختیاری,1395,16.592739
عمومیت ازدواج زنان,کل کشور,1395,6.6023755
عمومیت ازدواج زنان,گلستان,1395,51.956947
عمومیت ازدواج زنان,گیلان,1395,77.342247
عمومیت ازدواج زنان,یزد,1395,28.921381
عمومیت ازدواج مردان,آذربایجان شرقی,1365,52.828793
عمومیت ازدواج مردان,آذربایجان غربی,1365,44.417542
عمومیت ازدواج مردان,اصفهان,1365,61.655739
عمومیت ازدواج مردان,ایلام,1365,77.963829
عمومیت ازدواج مردان,بوشهر,1365,4.4582157
عمومیت ازدواج مردان,تهران,1365,70.56205
عمومیت ازدواج مردان,خراسان رضوی,1365,37.819332
عمومیت ازدواج مردان,خوزستان,1365,39.260708
عمومیت ازدواج مردان,زنجان,1365,69.208885
عمومیت ازدواج مردان,سمنان,1365,.013966021
عمومیت ازدواج مردان,سیستان و بلوچستان,1365,50.951015
عمومیت ازدواج مردان,فارس,1365,19.075871
عمومیت ازدواج مردان,کردستان,1365,4.6387262
عمومیت ازدواج مردان,کرمان,1365,66.282318
عمومیت ازدواج مردان,کرمانشاه,1365,43.511227
عمومیت ازدواج مردان,کهگیلویه و بویراحمد,1365,25.176531
عمومیت ازدواج مردان,لرستان,1365,39.534496
عمومیت ازدواج مردان,مازندران,1365,50.639637
عمومیت ازدواج مردان,مرکزی,1365,37.572826
عمومیت ازدواج مردان,هرمزگان,1365,12.207773
عمومیت ازدواج مردان,همدان,1365,33.327656
عمومیت ازدواج مردان,چهارمحال و بختیاری,1365,11.918231
عمومیت ازدواج مردان,کل کشور,1365,70.690758
عمومیت ازدواج مردان,گیلان,1365,18.982424
عمومیت ازدواج مردان,یزد,1365,46.435394
عمومیت ازدواج مردان,آذربایجان شرقی,1375,14.740988
عمومیت ازدواج مردان,آذربایجان غربی,1375,54.748581
عمومیت ازدواج مردان,اردبیل,1375,22.714222
عمومیت ازدواج مردان,اصفهان,1375,30.065292
عمومیت ازدواج مردان,ایلام,1375,59.215836
عمومیت ازدواج مردان,بوشهر,1375,38.368172
عمومیت ازدواج مردان,تهران,1375,16.92668
عمومیت ازدواج مردان,خراسان رضوی,1375,50.324306
عمومیت ازدواج مردان,خوزستان,1375,9.7209969
عمومیت ازدواج مردان,زنجان,1375,47.877499
عمومیت ازدواج مردان,سمنان,1375,9.301054
عمومیت ازدواج مردان,سیستان و بلوچستان,1375,1.7538805
عمومیت ازدواج مردان,فارس,1375,54.013866
عمومیت ازدواج مردان,قم,1375,55.071953
عمومیت ازدواج مردان,کردستان,1375,51.838726
عمومیت ازدواج مردان,کرمان,1375,27.596642
عمومیت ازدواج مردان,کرمانشاه,1375,19.605696
عمومیت ازدواج مردان,کهگیلویه و بویراحمد,1375,59.722507
عمومیت ازدواج مردان,لرستان,1375,77.492874
عمومیت ازدواج مردان,مازندران,1375,73.433632
عمومیت ازدواج مردان,مرکزی,1375,84.034103
عمومیت ازدواج مردان,هرمزگان,1375,43.746353
عمومیت ازدواج مردان,همدان,1375,66.525772
عمومیت ازدواج مردان,چهارمحال و بختیاری,1375,68.558685
عمومیت ازدواج مردان,کل کشور,1375,36.639553
عمومیت ازدواج مردان,گیلان,1375,32.063648
عمومیت ازدواج مردان,یزد,1375,80.037498
عمومیت ازدواج مردان,آذربایجان شرقی,1385,78.815926
عمومیت ازدواج مردان,آذربایجان غربی,1385,39.372162
عمومیت ازدواج مردان,اردبیل,1385,24.559177
عمومیت ازدواج مردان,اصفهان,1385,38.965385
عمومیت ازدواج مردان,ایلام,1385,13.057994
عمومیت ازدواج مردان,بوشهر,1385,76.70562
عمومیت ازدواج مردان,تهران,1385,32.924374
عمومیت ازدواج مردان,خراسان جنوبی,1385,48.81567
عمومیت ازدواج مردان,خراسان رضوی,1385,63.003288
عمومیت ازدواج مردان,خراسان شمالی,1385,52.969299
عمومیت ازدواج مردان,خوزستان,1385,13.798467
عمومیت ازدواج مردان,زنجان,1385,69.721001
عمومیت ازدواج مردان,سمنان,1385,86.728577
عمومیت ازدواج مردان,سیستان و بلوچستان,1385,71.062233
عمومیت ازدواج مردان,فارس,1385,4.1553111
عمومیت ازدواج مردان,قزوین,1385,49.296848
عمومیت ازدواج مردان,قم,1385,79.095161
عمومیت ازدواج مردان,کردستان,1385,.98205155
عمومیت ازدواج مردان,کرمان,1385,74.075043
عمومیت ازدواج مردان,کرمانشاه,1385,16.487968
عمومیت ازدواج مردان,کهگیلویه و بویراحمد,1385,22.74271
عمومیت ازدواج مردان,لرستان,1385,55.059696
عمومیت ازدواج مردان,مازندران,1385,72.445831
عمومیت ازدواج مردان,مرکزی,1385,38.127785
عمومیت ازدواج مردان,هرمزگان,1385,19.797752
عمومیت ازدواج مردان,همدان,1385,57.400639
عمومیت ازدواج مردان,چهارمحال و بختیاری,1385,11.672414
عمومیت ازدواج مردان,کل کشور,1385,20.243898
عمومیت ازدواج مردان,گلستان,1385,8.4005241
عمومیت ازدواج مردان,گیلان,1385,2.5286078
عمومیت ازدواج مردان,یزد,1385,53.56274
عمومیت ازدواج مردان,آذربایجان شرقی,1390,68.986923
عمومیت ازدواج مردان,آذربایجان غربی,1390,13.551255
عمومیت ازدواج مردان,اردبیل,1390,65.379326
عمومیت ازدواج مردان,اصفهان,1390,32.170193
عمومیت ازدواج مردان,ایلام,1390,6.2538724
عمومیت ازدواج مردان,بوشهر,1390,25.665392
عمومیت ازدواج مردان,تهران,1390,14.390018
عمومیت ازدواج مردان,خراسان جنوبی,1390,.68843204
عمومیت ازدواج مردان,خراسان رضوی,1390,28.641069
عمومیت ازدواج مردان,خراسان شمالی,1390,18.345007
عمومیت ازدواج مردان,خوزستان,1390,77.257118
عمومیت ازدواج مردان,زنجان,1390,24.936369
عمومیت ازدواج مردان,سمنان,1390,19.533258
عمومیت ازدواج مردان,سیستان و بلوچستان,1390,40.447086
عمومیت ازدواج مردان,فارس,1390,32.794502
عمومیت ازدواج مردان,قزوین,1390,70.722755
عمومیت ازدواج مردان,قم,1390,1.9412686
عمومیت ازدواج مردان,کردستان,1390,18.638422
عمومیت ازدواج مردان,کرمان,1390,5.4309111
عمومیت ازدواج مردان,کرمانشاه,1390,31.670061
عمومیت ازدواج مردان,کهگیلویه و بویراحمد,1390,22.516138
عمومیت ازدواج مردان,لرستان,1390,55.851082
عمومیت ازدواج مردان,مازندران,1390,2.7936456
عمومیت ازدواج مردان,مرکزی,1390,50.219524
عمومیت ازدواج مردان,هرمزگان,1390,30.703604
