indicator_name,province_name,year,value
سهم وام دریافتی,اردبیل,1398,2.8399546
سهم وام دریافتی,اصفهان,1398,15.098995
سهم وام دریافتی,البرز,1398,4.2953157
سهم وام دریافتی,ایلام,1398,6.1470814
سهم وام دریافتی,بوشهر,1398,4.0481377
سهم وام دریافتی,تهران,1398,2.3065364
سهم وام دریافتی,خراسان جنوبی,1398,7.8079324
سهم وام دریافتی,خراسان رضوی,1398,1.2482924
سهم وام دریافتی,خراسان شمالی,1398,1.3270186
سهم وام دریافتی,خوزستان,1398,7.1049538
سهم وام دریافتی,زنجان,1398,5.1769347
سهم وام دریافتی,سمنان,1398,15.247448
سهم وام دریافتی,سیستان و بلوچستان,1398,2.8048215
سهم وام دریافتی,فارس,1398,1.8350769
سهم وام دریافتی,قزوین,1398,4.2827673
سهم وام دریافتی,قم,1398,3.8822305
سهم وام دریافتی,کردستان,1398,4.4097958
سهم وام دریافتی,کرمان,1398,2.7452765
سهم وام دریافتی,کرمانشاه,1398,3.4315917
سهم وام دریافتی,کهگیلویه و بویراحمد,1398,6.0367103
سهم وام دریافتی,لرستان,1398,7.8667598
سهم وام دریافتی,مازندران,1398,10.295661
سهم وام دریافتی,مرکزی,1398,7.4423819
سهم وام دریافتی,هرمزگان,1398,2.6978259
سهم وام دریافتی,همدان,1398,10.726423
سهم وام دریافتی,چهارمحال و بختیاری,1398,6.505352
سهم وام دریافتی,کل کشور,1398,2.338696
سهم وام دریافتی,گلستان,1398,8.0641317
سهم وام دریافتی,گیلان,1398,15.783764
سهم وام دریافتی,یزد,1398,.089632533
سهم وام دریافتی,آذربایجان شرقی,1399,6.8711143
سهم وام دریافتی,آذربایجان غربی,1399,3.0034254
سهم وام دریافتی,اردبیل,1399,6.2004671
سهم وام دریافتی,اصفهان,1399,6.7939277
سهم وام دریافتی,البرز,1399,5.0141587
سهم وام دریافتی,ایلام,1399,3.3260674
سهم وام دریافتی,بوشهر,1399,2.0952616
سهم وام دریافتی,تهران,1399,1.0783637
سهم وام دریافتی,خراسان جنوبی,1399,7.2741084
سهم وام دریافتی,خراسان رضوی,1399,1.1115537
سهم وام دریافتی,خراسان شمالی,1399,1.5878353
سهم وام دریافتی,خوزستان,1399,5.3884578
سهم وام دریافتی,زنجان,1399,1.716921
سهم وام دریافتی,سمنان,1399,7.4688387
سهم وام دریافتی,سیستان و بلوچستان,1399,2.1538017
سهم وام دریافتی,فارس,1399,2.9043448
سهم وام دریافتی,قزوین,1399,6.8372431
سهم وام دریافتی,قم,1399,3.0580189
سهم وام دریافتی,کردستان,1399,1.0644389
سهم وام دریافتی,کرمان,1399,.42541832
سهم وام دریافتی,کرمانشاه,1399,10.800649
سهم وام دریافتی,کهگیلویه و بویراحمد,1399,.21515487
سهم وام دریافتی,لرستان,1399,6.4004455
سهم وام دریافتی,مازندران,1399,5.9802761
سهم وام دریافتی,مرکزی,1399,1.7374694
سهم وام دریافتی,هرمزگان,1399,3.4105003
سهم وام دریافتی,همدان,1399,13.334779
سهم وام دریافتی,چهارمحال و بختیاری,1399,5.9975662
سهم وام دریافتی,کل کشور,1399,7.4611602
سهم وام دریافتی,گلستان,1399,4.7032652
سهم وام دریافتی,گیلان,1399,3.3916442
سهم وام دریافتی,یزد,1399,4.3287182
سهم وام دریافتی,آذربایجان شرقی,1400,6.8679409
سهم وام دریافتی,آذربایجان غربی,1400,2.2608392
سهم وام دریافتی,اردبیل,1400,4.0839882
سهم وام دریافتی,اصفهان,1400,11.41844
سهم وام دریافتی,البرز,1400,15.104671
سهم وام دریافتی,ایلام,1400,.30557311
سهم وام دریافتی,بوشهر,1400,5.9057493
سهم وام دریافتی,تهران,1400,.88305914
سهم وام دریافتی,خراسان جنوبی,1400,8.9369221
سهم وام دریافتی,خراسان رضوی,1400,8.2986584
سهم وام دریافتی,خراسان شمالی,1400,.49741995
سهم وام دریافتی,خوزستان,1400,1.1667842
سهم وام دریافتی,زنجان,1400,16.392427
سهم وام دریافتی,سمنان,1400,16.580927
سهم وام دریافتی,سیستان و بلوچستان,1400,2.5661845
سهم وام دریافتی,فارس,1400,7.7358289
سهم وام دریافتی,قزوین,1400,7.6783109
سهم وام دریافتی,قم,1400,1.140439
سهم وام دریافتی,کردستان,1400,7.9039803
سهم وام دریافتی,کرمان,1400,.18481772
سهم وام دریافتی,کرمانشاه,1400,10.171123
سهم وام دریافتی,کهگیلویه و بویراحمد,1400,7.1851172
سهم وام دریافتی,لرستان,1400,7.5020757
سهم وام دریافتی,مازندران,1400,4.630034
سهم وام دریافتی,مرکزی,1400,5.3200974
سهم وام دریافتی,هرمزگان,1400,.95100296
سهم وام دریافتی,همدان,1400,12.142281
سهم وام دریافتی,چهارمحال و بختیاری,1400,8.9380302
سهم وام دریافتی,کل کشور,1400,7.9850826
سهم وام دریافتی,گلستان,1400,4.7696214
سهم وام دریافتی,گیلان,1400,14.968835
سهم وام دریافتی,یزد,1400,5.1291485
سهم وام دریافتی,آذربایجان شرقی,1401,6.0174723
سهم وام دریافتی,آذربایجان غربی,1401,3.8650346
سهم وام دریافتی,اردبیل,1401,2.5288749
سهم وام دریافتی,اصفهان,1401,.091760106
سهم وام دریافتی,البرز,1401,7.0118017
سهم وام دریافتی,ایلام,1401,1.6822197
سهم وام دریافتی,بوشهر,1401,17.382849
سهم وام دریافتی,تهران,1401,.98026019
سهم وام دریافتی,خراسان جنوبی,1401,2.8569925
سهم وام دریافتی,خراسان رضوی,1401,.56760228
سهم وام دریافتی,خراسان شمالی,1401,4.9352703
سهم وام دریافتی,خوزستان,1401,5.4804549
سهم وام دریافتی,زنجان,1401,12.476055
سهم وام دریافتی,سمنان,1401,14.17512
سهم وام دریافتی,سیستان و بلوچستان,1401,.33430716
سهم وام دریافتی,فارس,1401,13.414557
سهم وام دریافتی,قزوین,1401,2.1284831
سهم وام دریافتی,قم,1401,5.0671358
سهم وام دریافتی,کردستان,1401,2.4884307
سهم وام دریافتی,کرمان,1401,.013195598
سهم وام دریافتی,کرمانشاه,1401,9.6367741
سهم وام دریافتی,کهگیلویه و بویراحمد,1401,3.8209329
سهم وام دریافتی,لرستان,1401,6.9761353
سهم وام دریافتی,مازندران,1401,2.8264518
سهم وام دریافتی,مرکزی,1401,8.0216789
سهم وام دریافتی,هرمزگان,1401,1.2983751
سهم وام دریافتی,همدان,1401,3.6711521
سهم وام دریافتی,چهارمحال و بختیاری,1401,11.666018
سهم وام دریافتی,کل کشور,1401,2.4192638
سهم وام دریافتی,گلستان,1401,.1232731
سهم وام دریافتی,گیلان,1401,2.8595312
سهم وام دریافتی,یزد,1401,1.8041911
سهم وام دریافتی,آذربایجان شرقی,1402,4.9651346
سهم وام دریافتی,آذربایجان غربی,1402,4.4935083
سهم وام دریافتی,اردبیل,1402,7.6873188
سهم وام دریافتی,اصفهان,1402,13.917075
سهم وام دریافتی,البرز,1402,1.8388546
سهم وام دریافتی,ایلام,1402,1.1634545
سهم وام دریافتی,بوشهر,1402,1.8815502
سهم وام دریافتی,تهران,1402,.56750911
سهم وام دریافتی,خراسان جنوبی,1402,7.1695137
سهم وام دریافتی,خراسان رضوی,1402,4.2725697
سهم وام دریافتی,خراسان شمالی,1402,.90916187
سهم وام دریافتی,خوزستان,1402,.25077721
سهم وام دریافتی,زنجان,1402,18.009489
سهم وام دریافتی,سمنان,1402,3.8156185
سهم وام دریافتی,سیستان و بلوچستان,1402,3.8863177
سهم وام دریافتی,فارس,1402,8.1247416
سهم وام دریافتی,قزوین,1402,.27180669
سهم وام دریافتی,قم,1402,.70056802
سهم وام دریافتی,کردستان,1402,.83608633
سهم وام دریافتی,کرمان,1402,.0048610745
سهم وام دریافتی,کرمانشاه,1402,4.3211145
سهم وام دریافتی,کهگیلویه و بویراحمد,1402,7.4640398
سهم وام دریافتی,لرستان,1402,7.0579495
سهم وام دریافتی,مازندران,1402,4.4863539
سهم وام دریافتی,مرکزی,1402,.7524451
سهم وام دریافتی,هرمزگان,1402,.62748039
سهم وام دریافتی,همدان,1402,11.518652
سهم وام دریافتی,چهارمحال و بختیاری,1402,6.3797493
سهم وام دریافتی,کل کشور,1402,.091682397
سهم وام دریافتی,گلستان,1402,5.5150237
سهم وام دریافتی,گیلان,1402,.50546783
سهم وام دریافتی,یزد,1402,8.2140551
سهم وام دریافتی,آذربایجان شرقی,1403,4.1308064
سهم وام دریافتی,آذربایجان غربی,1403,.1227546
سهم وام دریافتی,اردبیل,1403,2.1846418
سهم وام دریافتی,اصفهان,1403,7.015481
سهم وام دریافتی,البرز,1403,4.017417
سهم وام دریافتی,ایلام,1403,.020565128
سهم وام دریافتی,بوشهر,1403,2.1664627
سهم وام دریافتی,تهران,1403,.75072622
سهم وام دریافتی,خراسان جنوبی,1403,1.7183774
سهم وام دریافتی,خراسان رضوی,1403,2.9385321
سهم وام دریافتی,خراسان شمالی,1403,1.7780001
سهم وام دریافتی,خوزستان,1403,3.5109532
سهم وام دریافتی,زنجان,1403,1.1475041
سهم وام دریافتی,سمنان,1403,.025340123
سهم وام دریافتی,سیستان و بلوچستان,1403,3.393369
سهم وام دریافتی,فارس,1403,11.125299
سهم وام دریافتی,قزوین,1403,8.3743229
سهم وام دریافتی,قم,1403,1.2139546
سهم وام دریافتی,کردستان,1403,1.0607564
سهم وام دریافتی,کرمان,1403,0
سهم وام دریافتی,کرمانشاه,1403,7.4953656
سهم وام دریافتی,کهگیلویه و بویراحمد,1403,13.085586
سهم وام دریافتی,لرستان,1403,2.3431225
سهم وام دریافتی,مازندران,1403,2.0553138
سهم وام دریافتی,مرکزی,1403,.87787825
سهم وام دریافتی,هرمزگان,1403,.17416209
سهم وام دریافتی,همدان,1403,5.4093623
سهم وام دریافتی,چهارمحال و بختیاری,1403,2.8930728
سهم وام دریافتی,کل کشور,1403,7.5678039
سهم وام دریافتی,گلستان,1403,.093688041
سهم وام دریافتی,گیلان,1403,.41335112
سهم وام دریافتی,یزد,1403,.15361671
گرایش به ریاضی فیزیک,آذربایجان شرقی,1386,4.446836
گرایش به ریاضی فیزیک,آذربایجان غربی,1386,10.857358
گرایش به ریاضی فیزیک,اردبیل,1386,4.9406905
گرایش به ریاضی فیزیک,اصفهان,1386,18.381264
گرایش به ریاضی فیزیک,ایلام,1386,4.6705127
گرایش به ریاضی فیزیک,بوشهر,1386,1.2497928
گرایش به ریاضی فیزیک,تهران,1386,5.0533061
گرایش به ریاضی فیزیک,خراسان جنوبی,1386,9.553668
گرایش به ریاضی فیزیک,خراسان رضوی,1386,12.576591
گرایش به ریاضی فیزیک,خراسان شمالی,1386,3.8537207
گرایش به ریاضی فیزیک,خوزستان,1386,6.7333446
گرایش به ریاضی فیزیک,زنجان,1386,6.1011577
گرایش به ریاضی فیزیک,سمنان,1386,5.3545699
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1386,1.696574
گرایش به ریاضی فیزیک,فارس,1386,9.5336218
گرایش به ریاضی فیزیک,قزوین,1386,3.6996822
گرایش به ریاضی فیزیک,قم,1386,6.4166203
گرایش به ریاضی فیزیک,کردستان,1386,5.8535309
گرایش به ریاضی فیزیک,کرمان,1386,4.9351897
گرایش به ریاضی فیزیک,کرمانشاه,1386,3.0685289
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1386,4.170187
گرایش به ریاضی فیزیک,لرستان,1386,3.3534987
گرایش به ریاضی فیزیک,مازندران,1386,5.8456526
گرایش به ریاضی فیزیک,مرکزی,1386,.60046083
گرایش به ریاضی فیزیک,هرمزگان,1386,5.7202206
گرایش به ریاضی فیزیک,همدان,1386,6.9711943
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1386,9.5169153
گرایش به ریاضی فیزیک,کل کشور,1386,14.611572
گرایش به ریاضی فیزیک,گلستان,1386,4.4152865
گرایش به ریاضی فیزیک,گیلان,1386,4.9668431
گرایش به ریاضی فیزیک,یزد,1386,4.0777979
گرایش به ریاضی فیزیک,آذربایجان شرقی,1388,18.222301
گرایش به ریاضی فیزیک,آذربایجان غربی,1388,7.7109909
گرایش به ریاضی فیزیک,اردبیل,1388,9.1845989
گرایش به ریاضی فیزیک,اصفهان,1388,16.128487
گرایش به ریاضی فیزیک,ایلام,1388,7.9313507
گرایش به ریاضی فیزیک,بوشهر,1388,6.7709904
گرایش به ریاضی فیزیک,تهران,1388,4.9195952
گرایش به ریاضی فیزیک,خراسان جنوبی,1388,6.9298663
گرایش به ریاضی فیزیک,خراسان رضوی,1388,5.9286671
گرایش به ریاضی فیزیک,خراسان شمالی,1388,1.8268417
گرایش به ریاضی فیزیک,خوزستان,1388,5.9301944
گرایش به ریاضی فیزیک,زنجان,1388,16.793779
گرایش به ریاضی فیزیک,سمنان,1388,2.643815
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1388,12.015592
گرایش به ریاضی فیزیک,فارس,1388,2.8403273
گرایش به ریاضی فیزیک,قزوین,1388,.92653561
گرایش به ریاضی فیزیک,قم,1388,3.5150979
گرایش به ریاضی فیزیک,کردستان,1388,3.685992
گرایش به ریاضی فیزیک,کرمان,1388,10.546241
گرایش به ریاضی فیزیک,کرمانشاه,1388,8.4669724
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1388,1.6936928
گرایش به ریاضی فیزیک,لرستان,1388,7.5860362
گرایش به ریاضی فیزیک,مازندران,1388,5.9804673
گرایش به ریاضی فیزیک,مرکزی,1388,2.0564916
گرایش به ریاضی فیزیک,هرمزگان,1388,15.027468
گرایش به ریاضی فیزیک,همدان,1388,11.52603
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1388,11.334784
گرایش به ریاضی فیزیک,کل کشور,1388,16.567099
گرایش به ریاضی فیزیک,گلستان,1388,10.380429
گرایش به ریاضی فیزیک,گیلان,1388,11.27601
گرایش به ریاضی فیزیک,یزد,1388,15.457528
گرایش به ریاضی فیزیک,آذربایجان شرقی,1390,10.232917
گرایش به ریاضی فیزیک,آذربایجان غربی,1390,3.223603
گرایش به ریاضی فیزیک,اردبیل,1390,6.9662151
گرایش به ریاضی فیزیک,اصفهان,1390,7.9630446
گرایش به ریاضی فیزیک,البرز,1390,2.4819405
گرایش به ریاضی فیزیک,ایلام,1390,.77433211
گرایش به ریاضی فیزیک,بوشهر,1390,13.106625
گرایش به ریاضی فیزیک,تهران,1390,12.742146
گرایش به ریاضی فیزیک,خراسان جنوبی,1390,2.7265699
گرایش به ریاضی فیزیک,خراسان رضوی,1390,3.516681
گرایش به ریاضی فیزیک,خراسان شمالی,1390,.20473213
گرایش به ریاضی فیزیک,خوزستان,1390,8.7138958
گرایش به ریاضی فیزیک,زنجان,1390,8.9928026
گرایش به ریاضی فیزیک,سمنان,1390,9.4193497
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1390,5.4964767
گرایش به ریاضی فیزیک,فارس,1390,6.1021128
گرایش به ریاضی فیزیک,قزوین,1390,10.908703
گرایش به ریاضی فیزیک,قم,1390,11.00521
گرایش به ریاضی فیزیک,کردستان,1390,9.1430397
گرایش به ریاضی فیزیک,کرمان,1390,3.499424
گرایش به ریاضی فیزیک,کرمانشاه,1390,8.9427214
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1390,11.440524
گرایش به ریاضی فیزیک,لرستان,1390,3.160207
گرایش به ریاضی فیزیک,مازندران,1390,6.1431127
گرایش به ریاضی فیزیک,مرکزی,1390,11.414839
گرایش به ریاضی فیزیک,هرمزگان,1390,.7145716
گرایش به ریاضی فیزیک,همدان,1390,14.548785
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1390,5.5637498
گرایش به ریاضی فیزیک,کل کشور,1390,7.9681106
گرایش به ریاضی فیزیک,گلستان,1390,5.716713
گرایش به ریاضی فیزیک,گیلان,1390,6.50841
گرایش به ریاضی فیزیک,یزد,1390,2.0813885
گرایش به ریاضی فیزیک,آذربایجان شرقی,1392,14.041985
گرایش به ریاضی فیزیک,آذربایجان غربی,1392,8.3757458
گرایش به ریاضی فیزیک,اردبیل,1392,2.6754203
گرایش به ریاضی فیزیک,اصفهان,1392,7.8074093
گرایش به ریاضی فیزیک,البرز,1392,10.756481
گرایش به ریاضی فیزیک,ایلام,1392,.10429536
گرایش به ریاضی فیزیک,بوشهر,1392,11.901577
گرایش به ریاضی فیزیک,تهران,1392,16.079762
گرایش به ریاضی فیزیک,خراسان جنوبی,1392,3.4608831
گرایش به ریاضی فیزیک,خراسان رضوی,1392,12.024827
گرایش به ریاضی فیزیک,خراسان شمالی,1392,6.2812858
گرایش به ریاضی فیزیک,خوزستان,1392,10.018725
گرایش به ریاضی فیزیک,زنجان,1392,2.6794443
گرایش به ریاضی فیزیک,سمنان,1392,14.333183
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1392,4.5286579
گرایش به ریاضی فیزیک,فارس,1392,.014545857
گرایش به ریاضی فیزیک,قزوین,1392,8.011919
گرایش به ریاضی فیزیک,قم,1392,14.508479
گرایش به ریاضی فیزیک,کردستان,1392,7.8546
گرایش به ریاضی فیزیک,کرمان,1392,7.0569897
گرایش به ریاضی فیزیک,کرمانشاه,1392,7.24511
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1392,1.2819934
گرایش به ریاضی فیزیک,لرستان,1392,4.9753242
گرایش به ریاضی فیزیک,مازندران,1392,.73434889
گرایش به ریاضی فیزیک,مرکزی,1392,8.0554781
گرایش به ریاضی فیزیک,هرمزگان,1392,4.0560169
گرایش به ریاضی فیزیک,همدان,1392,3.9296479
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1392,8.277504
گرایش به ریاضی فیزیک,کل کشور,1392,13.762424
گرایش به ریاضی فیزیک,گلستان,1392,2.1163573
گرایش به ریاضی فیزیک,گیلان,1392,13.652623
گرایش به ریاضی فیزیک,یزد,1392,.27797034
گرایش به ریاضی فیزیک,آذربایجان شرقی,1394,7.8456688
گرایش به ریاضی فیزیک,آذربایجان غربی,1394,2.9784975
گرایش به ریاضی فیزیک,اردبیل,1394,6.2856159
گرایش به ریاضی فیزیک,اصفهان,1394,6.7741351
گرایش به ریاضی فیزیک,البرز,1394,12.974865
گرایش به ریاضی فیزیک,ایلام,1394,3.088073
گرایش به ریاضی فیزیک,بوشهر,1394,1.385882
گرایش به ریاضی فیزیک,تهران,1394,21.826845
گرایش به ریاضی فیزیک,خراسان جنوبی,1394,.42452341
گرایش به ریاضی فیزیک,خراسان رضوی,1394,3.3194458
گرایش به ریاضی فیزیک,خراسان شمالی,1394,4.3960638
گرایش به ریاضی فیزیک,خوزستان,1394,8.2308979
گرایش به ریاضی فیزیک,زنجان,1394,9.7224884
گرایش به ریاضی فیزیک,سمنان,1394,5.1675529
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1394,2.5459707
گرایش به ریاضی فیزیک,فارس,1394,4.0314536
گرایش به ریاضی فیزیک,قزوین,1394,6.3494344
گرایش به ریاضی فیزیک,قم,1394,5.4204912
گرایش به ریاضی فیزیک,کردستان,1394,8.2114534
گرایش به ریاضی فیزیک,کرمان,1394,12.60016
گرایش به ریاضی فیزیک,کرمانشاه,1394,3.9847274
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1394,2.1684089
گرایش به ریاضی فیزیک,لرستان,1394,2.1614466
گرایش به ریاضی فیزیک,مازندران,1394,11.613446
گرایش به ریاضی فیزیک,مرکزی,1394,3.1331084
گرایش به ریاضی فیزیک,هرمزگان,1394,5.2810254
گرایش به ریاضی فیزیک,همدان,1394,3.9479825
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1394,1.8128288
گرایش به ریاضی فیزیک,کل کشور,1394,4.1171017
گرایش به ریاضی فیزیک,گلستان,1394,5.6684389
گرایش به ریاضی فیزیک,گیلان,1394,3.143261
گرایش به ریاضی فیزیک,یزد,1394,5.663084
گرایش به ریاضی فیزیک,آذربایجان شرقی,1396,11.320778
گرایش به ریاضی فیزیک,آذربایجان غربی,1396,2.0734735
گرایش به ریاضی فیزیک,اردبیل,1396,3.5508833
گرایش به ریاضی فیزیک,اصفهان,1396,.061944261
گرایش به ریاضی فیزیک,البرز,1396,13.152452
گرایش به ریاضی فیزیک,ایلام,1396,3.6455014
گرایش به ریاضی فیزیک,بوشهر,1396,.61833543
گرایش به ریاضی فیزیک,تهران,1396,20.476694
گرایش به ریاضی فیزیک,خراسان جنوبی,1396,5.030869
گرایش به ریاضی فیزیک,خراسان رضوی,1396,4.8962197
گرایش به ریاضی فیزیک,خراسان شمالی,1396,8.908392
گرایش به ریاضی فیزیک,خوزستان,1396,10.56789
گرایش به ریاضی فیزیک,زنجان,1396,2.6162906
گرایش به ریاضی فیزیک,سمنان,1396,8.2825432
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1396,4.5608377
گرایش به ریاضی فیزیک,فارس,1396,3.2463949
گرایش به ریاضی فیزیک,قزوین,1396,9.7352381
گرایش به ریاضی فیزیک,قم,1396,7.7215748
گرایش به ریاضی فیزیک,کردستان,1396,1.7663978
گرایش به ریاضی فیزیک,کرمان,1396,3.0747714
گرایش به ریاضی فیزیک,کرمانشاه,1396,7.1010194
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1396,2.030714
گرایش به ریاضی فیزیک,لرستان,1396,6.6248894
گرایش به ریاضی فیزیک,مازندران,1396,.44280899
گرایش به ریاضی فیزیک,مرکزی,1396,13.353416
گرایش به ریاضی فیزیک,هرمزگان,1396,6.0555987
گرایش به ریاضی فیزیک,همدان,1396,11.32662
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1396,5.9548407
گرایش به ریاضی فیزیک,کل کشور,1396,8.6902332
گرایش به ریاضی فیزیک,گلستان,1396,4.5283518
گرایش به ریاضی فیزیک,گیلان,1396,7.9119015
گرایش به ریاضی فیزیک,یزد,1396,9.7082701
گرایش به ریاضی فیزیک,آذربایجان شرقی,1398,5.6962795
گرایش به ریاضی فیزیک,آذربایجان غربی,1398,1.3696079
گرایش به ریاضی فیزیک,اردبیل,1398,.62123948
گرایش به ریاضی فیزیک,اصفهان,1398,7.999579
گرایش به ریاضی فیزیک,البرز,1398,9.9220266
گرایش به ریاضی فیزیک,ایلام,1398,3.6351686
گرایش به ریاضی فیزیک,بوشهر,1398,5.8173122
گرایش به ریاضی فیزیک,تهران,1398,2.2346895
گرایش به ریاضی فیزیک,خراسان جنوبی,1398,3.5472591
گرایش به ریاضی فیزیک,خراسان رضوی,1398,5.5325866
گرایش به ریاضی فیزیک,خراسان شمالی,1398,5.4810162
گرایش به ریاضی فیزیک,خوزستان,1398,4.4051156
گرایش به ریاضی فیزیک,زنجان,1398,2.643755
گرایش به ریاضی فیزیک,سمنان,1398,2.6922138
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1398,2.2917788
گرایش به ریاضی فیزیک,فارس,1398,.98084581
گرایش به ریاضی فیزیک,قزوین,1398,8.0906496
گرایش به ریاضی فیزیک,قم,1398,4.6850052
گرایش به ریاضی فیزیک,کردستان,1398,1.6863003
گرایش به ریاضی فیزیک,کرمان,1398,5.4808955
گرایش به ریاضی فیزیک,کرمانشاه,1398,5.1752071
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1398,1.7131413
گرایش به ریاضی فیزیک,لرستان,1398,2.4813168
گرایش به ریاضی فیزیک,مازندران,1398,6.0139894
گرایش به ریاضی فیزیک,مرکزی,1398,3.0765929
گرایش به ریاضی فیزیک,هرمزگان,1398,9.5188961
گرایش به ریاضی فیزیک,همدان,1398,1.2641969
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1398,6.3933325
گرایش به ریاضی فیزیک,کل کشور,1398,3.8848419
گرایش به ریاضی فیزیک,گلستان,1398,3.6308196
گرایش به ریاضی فیزیک,گیلان,1398,5.9130497
گرایش به ریاضی فیزیک,یزد,1398,10.092896
گرایش به ریاضی فیزیک,آذربایجان شرقی,1400,4.1186576
گرایش به ریاضی فیزیک,آذربایجان غربی,1400,.20225962
گرایش به ریاضی فیزیک,اردبیل,1400,2.7039945
گرایش به ریاضی فیزیک,اصفهان,1400,2.0557289
گرایش به ریاضی فیزیک,البرز,1400,5.2131681
گرایش به ریاضی فیزیک,ایلام,1400,1.1134344
گرایش به ریاضی فیزیک,بوشهر,1400,2.3984809
گرایش به ریاضی فیزیک,تهران,1400,12.970189
گرایش به ریاضی فیزیک,خراسان جنوبی,1400,3.25243
گرایش به ریاضی فیزیک,خراسان رضوی,1400,.54134041
گرایش به ریاضی فیزیک,خراسان شمالی,1400,2.3185966
گرایش به ریاضی فیزیک,خوزستان,1400,2.0543768
گرایش به ریاضی فیزیک,زنجان,1400,4.302134
گرایش به ریاضی فیزیک,سمنان,1400,6.3324385
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1400,2.1518734
گرایش به ریاضی فیزیک,فارس,1400,5.2877278
گرایش به ریاضی فیزیک,قزوین,1400,.5922848
گرایش به ریاضی فیزیک,قم,1400,4.2180271
گرایش به ریاضی فیزیک,کردستان,1400,3.9440055
گرایش به ریاضی فیزیک,کرمان,1400,7.0293431
گرایش به ریاضی فیزیک,کرمانشاه,1400,1.056731
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1400,.33093426
گرایش به ریاضی فیزیک,لرستان,1400,.028864648
گرایش به ریاضی فیزیک,مازندران,1400,.19102152
گرایش به ریاضی فیزیک,مرکزی,1400,3.4904001
گرایش به ریاضی فیزیک,هرمزگان,1400,3.4135172
گرایش به ریاضی فیزیک,همدان,1400,2.4912271
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1400,3.6824276
گرایش به ریاضی فیزیک,کل کشور,1400,4.2336202
گرایش به ریاضی فیزیک,گلستان,1400,2.8531606
گرایش به ریاضی فیزیک,گیلان,1400,1.7822291
گرایش به ریاضی فیزیک,یزد,1400,6.2807889
گرایش به ریاضی فیزیک,آذربایجان شرقی,1402,1.6410713
گرایش به ریاضی فیزیک,آذربایجان غربی,1402,2.6776533
گرایش به ریاضی فیزیک,اردبیل,1402,.89686841
گرایش به ریاضی فیزیک,اصفهان,1402,6.3567209
گرایش به ریاضی فیزیک,البرز,1402,4.9949718
گرایش به ریاضی فیزیک,ایلام,1402,.48965508
گرایش به ریاضی فیزیک,بوشهر,1402,3.6902528
گرایش به ریاضی فیزیک,تهران,1402,1.0060781
گرایش به ریاضی فیزیک,خراسان جنوبی,1402,.50740689
گرایش به ریاضی فیزیک,خراسان رضوی,1402,3.5536804
گرایش به ریاضی فیزیک,خراسان شمالی,1402,2.3517067
گرایش به ریاضی فیزیک,خوزستان,1402,1.7238257
گرایش به ریاضی فیزیک,زنجان,1402,4.2528491
گرایش به ریاضی فیزیک,سمنان,1402,6.2702985
گرایش به ریاضی فیزیک,سیستان و بلوچستان,1402,1.7500204
گرایش به ریاضی فیزیک,فارس,1402,2.0660188
گرایش به ریاضی فیزیک,قزوین,1402,3.796025
گرایش به ریاضی فیزیک,قم,1402,2.3910329
گرایش به ریاضی فیزیک,کردستان,1402,4.0415325
گرایش به ریاضی فیزیک,کرمان,1402,2.5766876
گرایش به ریاضی فیزیک,کرمانشاه,1402,3.872901
گرایش به ریاضی فیزیک,کهگیلویه و بویراحمد,1402,.85148305
گرایش به ریاضی فیزیک,لرستان,1402,3.1764395
گرایش به ریاضی فیزیک,مازندران,1402,1.2901266
گرایش به ریاضی فیزیک,مرکزی,1402,2.5665722
گرایش به ریاضی فیزیک,هرمزگان,1402,3.1566579
گرایش به ریاضی فیزیک,همدان,1402,1.0050216
گرایش به ریاضی فیزیک,چهارمحال و بختیاری,1402,4.0941825
گرایش به ریاضی فیزیک,کل کشور,1402,4.9341202
گرایش به ریاضی فیزیک,گلستان,1402,1.9517978
گرایش به ریاضی فیزیک,گیلان,1402,5.5922036
گرایش به ریاضی فیزیک,یزد,1402,8.6103096
گرایش به علوم انسانی,آذربایجان شرقی,1386,11.341546
